,Case Number,Year,Type,Country,Types,Decade
253,1980.05.15,1980,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
254,1980.03.29,1980,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
255,1980.03.11,1980,Provoked,SOUTH AFRICA,Provoked,1970.0
256,1980.01.31,1980,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
257,1980.01.15,1980,Provoked,SOUTH AFRICA,Provoked,1970.0
258,1980.01.13,1980,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
259,1980.01.10,1980,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
260,1979.12.21,1979,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
261,1979.11.12,1979,Provoked,SOUTH AFRICA,Provoked,1970.0
262,1979.10.22,1979,Provoked,SOUTH AFRICA,Provoked,1970.0
263,1979.05.05,1979,Provoked,SOUTH AFRICA,Provoked,1970.0
264,1979.05.03,1979,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
265,1979.03.01,1979,Boat,SOUTH AFRICA,Boating,1970.0
266,1979.02.21,1979,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
267,1978.12.12,1978,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
268,1978.09.27,1978,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
269,1978.03.05,1978,Boat,SOUTH AFRICA,Boating,1970.0
270,1978.02.28,1978,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
271,1978.02.19,1978,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
272,1978.01.17,1978,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
273,1977.12.19.a,1977,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
274,1977.12.00,1977,Boat,SOUTH AFRICA,Boating,1970.0
275,1977.11.12,1977,Provoked,SOUTH AFRICA,Provoked,1970.0
276,1977.10.30,1977,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
277,1977.08.19,1977,Boat,SOUTH AFRICA,Boating,1970.0
278,1977.05.26,1977,Boat,SOUTH AFRICA,Boating,1970.0
279,1977.03.17,1977,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
280,1976.11.27,1976,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
281,1976.11.06,1976,Provoked,SOUTH AFRICA,Provoked,1970.0
282,1976.10.27,1976,Boat,SOUTH AFRICA,Boating,1970.0
283,1976.10.06,1976,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
284,1976.05.02,1976,Boat,SOUTH AFRICA,Boating,1970.0
285,1976.03.12.a,1976,Boat,SOUTH AFRICA,Boating,1970.0
286,1976.03.09,1976,Boat,SOUTH AFRICA,Boating,1970.0
287,1976.03.02,1976,Boat,SOUTH AFRICA,Boating,1970.0
288,1976.02.03,1976,Boat,SOUTH AFRICA,Boating,1970.0
289,1976.01.13,1976,Provoked,SOUTH AFRICA,Provoked,1970.0
290,1976.01.11,1976,Provoked,SOUTH AFRICA,Provoked,1970.0
291,1975.11.19.a,1975,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
292,1975.09.00,1975,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
293,1975.08.17,1975,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
294,1975.04.05,1975,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
295,1975.03.09,1975,Provoked,SOUTH AFRICA,Provoked,1970.0
296,1975.02.23,1975,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
297,1975.02.14.R,1975,Boat,SOUTH AFRICA,Boating,1970.0
298,1975.02.01,1975,Provoked,SOUTH AFRICA,Provoked,1970.0
299,1974.04.20,1974,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
300,1974.04.14,1974,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
301,1974.04.04,1974,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
302,1974.03.21,1974,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
303,1974.03.00,1974,Boat,SOUTH AFRICA,Boating,1970.0
304,1974.02.13.b,1974,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
305,1974.02.13.a,1974,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
306,1974.02.00.b,1974,Boat,SOUTH AFRICA,Boating,1970.0
307,1974.02.00.a,1974,Boat,SOUTH AFRICA,Boating,1970.0
308,1974.01.13,1974,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
309,1974.01.07.c,1974,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
310,1973.09.29,1973,Sea Disaster,SOUTH AFRICA,Sea Disaster,1970.0
311,1973.03.00,1973,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
312,1973.01.21,1973,Provoked,SOUTH AFRICA,Provoked,1970.0
313,1973.00.00.a,1973,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
314,1972.12.31,1972,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
315,1972.12.24,1972,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
316,1972.01.01.c,1972,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
317,1972.01.01.b,1971,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
318,1971.12.16,1971,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
319,1971.10.14,1971,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
320,1971.06.30,1971,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
321,1971.04.11,1971,Unprovoked,SOUTH AFRICA,Unprovoked,1970.0
322,1970.06.15,1970,Provoked,SOUTH AFRICA,Provoked,1960.0
323,1968.12.02,1968,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
324,1968.11.06,1968,Boat,SOUTH AFRICA,Boating,1960.0
325,1968.03.25,1968,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
326,1967.12.30,1967,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
327,1967.03.19,1967,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
328,1967.01.27,1967,Boat,SOUTH AFRICA,Boating,1960.0
329,1967.01.22,1967,Provoked,SOUTH AFRICA,Provoked,1960.0
330,1966.01.29,1966,Provoked,SOUTH AFRICA,Provoked,1960.0
331,1966.01.11,1966,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
332,1966.01.09,1966,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
333,1965.02.14,1965,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
334,1965.01.23,1965,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
335,1965.01.16,1965,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
336,1964.12.25,1964,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
337,1964.10.31,1964,Provoked,SOUTH AFRICA,Provoked,1960.0
338,1964.07.16,1964,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
339,1964.02.08,1954,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
340,1964.01.23,1964,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
341,1964.01.22,1964,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
342,1964.01.21,1964,Boat,SOUTH AFRICA,Boating,1960.0
343,1964.01.01.a,1964,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
344,1963.12.29,1963,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
345,1963.12.26.b,1963,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
346,1963.12.25,1963,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
347,1963.12.22.a,1963,Provoked,SOUTH AFRICA,Provoked,1960.0
348,1963.12.20.b,1963,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
349,1963.12.20.a,1963,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
350,1963.04.17,1963,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
351,1963.01.22,1963,Boat,SOUTH AFRICA,Boating,1960.0
352,1963.01.12,1963,Provoked,SOUTH AFRICA,Provoked,1960.0
353,1963.01.11,1963,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
354,1963.01.06,1963,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
355,1962.12.30,1962,Provoked,SOUTH AFRICA,Provoked,1960.0
356,1962.12.00,1962,Boat,SOUTH AFRICA,Boating,1960.0
357,1962.10.28,1962,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
358,1962.08.23,1962,Boat,SOUTH AFRICA,Boating,1960.0
359,1962.06.21,1962,Boat,SOUTH AFRICA,Boating,1960.0
360,1962.04.07,1962,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
361,1962.04.05,1962,Provoked,SOUTH AFRICA,Provoked,1960.0
362,1962.02.07,1962,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
363,1962.02.05,1962,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
364,1962.01.06,1962,Boat,SOUTH AFRICA,Boating,1960.0
365,1961.12.28.a,1961,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
366,1961.04.17,1961,Provoked,SOUTH AFRICA,Provoked,1960.0
367,1961.03.07,1961,Provoked,SOUTH AFRICA,Provoked,1960.0
368,1961.02.12,1961,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
369,1961.02.01.b,1961,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
370,1961.01.25,1961,Boat,SOUTH AFRICA,Boating,1960.0
371,1961.01.22,1961,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
372,1961.01.06.c,1961,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
373,1961.01.03.b,1961,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
374,1960.12.24,1960,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
375,1960.11.00.d,1960,Boat,SOUTH AFRICA,Boating,1950.0
376,1960.10.24,1960,Boat,SOUTH AFRICA,Boating,1950.0
377,1960.10.00.b,1960,Boat,SOUTH AFRICA,Boating,1950.0
378,1960.04.30,1960,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
379,1960.04.20.R,1960,Provoked,SOUTH AFRICA,Provoked,1950.0
380,1960.04.00.a,1960,Boat,SOUTH AFRICA,Boating,1950.0
381,1960.01.01,1960,Provoked,SOUTH AFRICA,Provoked,1950.0
382,1960.00.00.a,1960,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
383,1959.11.15,1959,Boat,SOUTH AFRICA,Boating,1950.0
384,1959.05.30,1959,Provoked,SOUTH AFRICA,Provoked,1950.0
385,1959.04.09..a,1959,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
386,1959.02.01,1959,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
387,1959.01.15,1959,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
388,1958.12.23,1958,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
389,1958.04.05,1958,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
390,1958.04.03,1958,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
391,1958.01.09,1958,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
392,1958.00.00.b,1958,Boat,SOUTH AFRICA,Boating,1950.0
393,1958.00.00.a,1958,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
394,1957.12.30,1957,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
395,1957.12.26,1957,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
396,1957.12.23,1957,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
397,1957.12.20,1957,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
398,1957.12.18,1957,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
399,1957.01.05,1957,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
400,1956.10.27,1956,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
401,1956.08.01,1956,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
402,1956.05.26.R,1956,Boating,SOUTH AFRICA,Boating,1950.0
403,1955.01.15,1955,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
404,1954.12.04,1954,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
405,1953.12.30,1953,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
406,1953.12.22,1953,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
407,1951.11.29,1951,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
408,1951.11.28.a,1951,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
409,1951.03.15,1951,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
410,1951.02.19,1951,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
411,1951.01.21,1951,Unprovoked,SOUTH AFRICA,Unprovoked,1950.0
412,1950.05.24,1950,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
413,1950.04.09.a,1950,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
414,1950.03.26,1950,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
415,1950.03.08,1950,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
416,1950.02.11,1950,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
417,1948.04.10,1948,Provoked,SOUTH AFRICA,Provoked,1940.0
418,1948.00.00.a,1948,Boating,SOUTH AFRICA,Boating,1940.0
419,1947.07.15,1947,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
420,1947.04.20,1947,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
421,1947.04.11,1947,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
422,1947.03.12,1947,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
423,1947.03.09,1947,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
424,1947.01.05,1947,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
425,1946.02.16,1946,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
426,1946.02.10.a,1946,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
427,1946.01.24.b,1946,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
428,1946.01.24.a,1946,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
429,1946.01.07,1946,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
430,1946.01.01,1946,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
431,1946.00.00.c,1946,Boating,SOUTH AFRICA,Boating,1940.0
432,1946.00.00.b,1946,Boating,SOUTH AFRICA,Boating,1940.0
433,1945.03.06,1945,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
434,1944.08.20,1944,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
435,1944.03.26.b,1944,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
436,1944.03.26.a,1944,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
437,1944.03.14,1944,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
438,1944.02.27,1944,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
439,1944.01.20,1944,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
440,1944.01.04,1944,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
441,1943.12.12,1943,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
442,1943.11.21,1943,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
443,1943.03.21,1943,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
444,1942.11.28,1942,Sea Disaster,SOUTH AFRICA,Sea Disaster,1940.0
445,1942.11.25,1942,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
446,1942.11.01,1942,Unprovoked,SOUTH AFRICA,Unprovoked,1940.0
447,1942.00.00.h,1942,Boating,SOUTH AFRICA,Boating,1940.0
448,1942.00.00.g,1942,Boating,SOUTH AFRICA,Boating,1940.0
449,1940.12.20,1940,Unprovoked,SOUTH AFRICA,Unprovoked,1930.0
450,1940.03.31,1940,Unprovoked,SOUTH AFRICA,Unprovoked,1930.0
451,1940.02.22,1940,Unprovoked,SOUTH AFRICA,Unprovoked,1930.0
452,1940.01.07,1940,Unprovoked,SOUTH AFRICA,Unprovoked,1930.0
453,1938.01.18,1938,Provoked,SOUTH AFRICA,Provoked,1930.0
454,1938.00.00.a,1938,Unprovoked,SOUTH AFRICA,Unprovoked,1930.0
455,1936.07.00,1936,Boating,SOUTH AFRICA,Boating,1930.0
456,1935.05.19,1935,Provoked,SOUTH AFRICA,Provoked,1930.0
457,1935.03.25.R,1935,Provoked,SOUTH AFRICA,Provoked,1930.0
458,1934.04.01.c,1934,Unprovoked,SOUTH AFRICA,Unprovoked,1930.0
459,1934.04.01.b,1934,Unprovoked,SOUTH AFRICA,Unprovoked,1930.0
460,1932.00.00,1932,Unprovoked,SOUTH AFRICA,Unprovoked,1930.0
461,1930.01.16,1930,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
462,1930.00.00.a,1930,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
463,1928.01.02,1928,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
464,1928.01.00,1928,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
465,1928.00.00,1928,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
466,1927.12.28,1927,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
467,1927.01.20,1927,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
468,1926.01.26,1926,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
469,1926.00.00.a,1926,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
470,1924.01.29,1924,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
471,1924.01.25,1924,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
472,1922.05.06,1922,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
473,1920.02.03,1920,Unprovoked,SOUTH AFRICA,Unprovoked,1910.0
474,1920.00.00.a,1920,Unprovoked,SOUTH AFRICA,Unprovoked,1910.0
475,1914.00.00,1914,Unprovoked,SOUTH AFRICA,Unprovoked,1910.0
476,1911.05.09,1911,Unprovoked,SOUTH AFRICA,Unprovoked,1910.0
477,1911.05.01,1911,Unprovoked,SOUTH AFRICA,Unprovoked,1910.0
478,1909.06.26.b.R,1909,Unprovoked,SOUTH AFRICA,Unprovoked,1900.0
479,1909.03.06,1909,Sea Disaster,SOUTH AFRICA,Sea Disaster,1900.0
480,1908.12.31,1908,Unprovoked,SOUTH AFRICA,Unprovoked,1900.0
481,1906.01.20,1906,Unprovoked,SOUTH AFRICA,Unprovoked,1900.0
482,1905.12.31,1905,Unprovoked,SOUTH AFRICA,Unprovoked,1900.0
483,1905.04.06,1905,Unprovoked,SOUTH AFRICA,Unprovoked,1900.0
484,1901.07.30,1901,Unprovoked,SOUTH AFRICA,Unprovoked,1900.0
485,1900.11.14,1900,Unprovoked,SOUTH AFRICA,Unprovoked,
486,1900.00.00.a,1900,Unprovoked,SOUTH AFRICA,Unprovoked,
487,1899.00.00.c,1899,Unprovoked,SOUTH AFRICA,Unprovoked,
488,1897.07.21,1897,Unprovoked,SOUTH AFRICA,Unprovoked,
489,1895.04.29,1895,Unprovoked,SOUTH AFRICA,Unprovoked,
490,1894.06.25,1894,Unprovoked,SOUTH AFRICA,Unprovoked,
491,1890.00.00.a,1890,Unprovoked,SOUTH AFRICA,Unprovoked,
492,1888.02.00,1888,Unprovoked,SOUTH AFRICA,Unprovoked,
493,1887.02.08,1887,Provoked,SOUTH AFRICA,Provoked,
494,1887.01.12,1887,Unprovoked,SOUTH AFRICA,Unprovoked,
495,1886.01.28,1886,Unprovoked,SOUTH AFRICA,Unprovoked,
496,1886.01.01,1886,Unprovoked,SOUTH AFRICA,Unprovoked,
497,1885.03.28,1885,Unprovoked,SOUTH AFRICA,Unprovoked,
498,1884.01.16,1884,Unprovoked,SOUTH AFRICA,Unprovoked,
499,1878.02.13,1878,Sea Disaster,SOUTH AFRICA,Sea Disaster,
500,1865.03.01.R,1865,Boating,SOUTH AFRICA,Boating,
501,1862.06.03,1862,Unprovoked,SOUTH AFRICA,Unprovoked,
502,1862.05.05,1862,Unprovoked,SOUTH AFRICA,Unprovoked,
503,1852.05.24,1852,Unprovoked,SOUTH AFRICA,Unprovoked,
504,1852.02.26,1852,Sea Disaster,SOUTH AFRICA,Sea Disaster,
505,ND-0106,1962,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
506,ND.0084,1967,Unprovoked,SOUTH AFRICA,Unprovoked,1960.0
507,ND.0017,1921,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
508,ND.0016,1921,Unprovoked,SOUTH AFRICA,Unprovoked,1920.0
509,ND.0013,1913,Unprovoked,SOUTH AFRICA,Unprovoked,1910.0
510,ND.0012,1913,Unprovoked,SOUTH AFRICA,Unprovoked,1910.0
